vendor_id,vendor_name,category,contact_person,email,phone_number,address,status,bucket,date_added,last_interaction_date,performance_rating
VEN-1255,Line Automation Systems,Manufacturing Equipment,Michael Young,anne62@example.org,781-314-5260x19756,"847 Heather Rest Suite 354, Wheelertown, PR 26622",Under Review,Key Supplier,2024-01-31,2024-04-10,4.8
VEN-1256,Global Agri-Products,Raw Materials,Dawn Bishop,davismark@example.org,267-629-0203,"61533 Cooper Roads, Deanville, ID 89646",Under Review,Strategic Partner,2023-07-20,2023-10-09,3.5
VEN-1257,Nationwide Freight,Logistics & Distribution,Justin Johnson,nelsonrichard@example.org,(975)340-7185,"7848 Juarez Lights, Walkertown, VT 02502",Potential,Strategic Partner,2025-09-16,2025-10-14,2.7
VEN-1258,Industrial Mixers Ltd.,Manufacturing Equipment,Nicholas Decker,bakerrichard@example.net,+1-306-834-7737x01003,"PSC 5586, Box 0363, APO AA 16405",Active,Transactional,2022-12-15,2025-08-16,3.1
VEN-1259,Farm Fresh Organics,Raw Materials,Miss Jillian Haynes,gsimpson@example.org,001-905-871-2382x053,"074 Susan Alley Apt. 619, North Erica, NV 54605",Active,Transactional,2024-07-13,2025-06-12,3.6
VEN-1260,DataFlow Analytics,IT & Software,Eric Myers,shall@example.net,223-913-4947x2750,"14247 Wilson Flats Apt. 979, Brianstad, TN 83463",Potential,Niche Supplier,2025-01-23,2025-06-07,3.6
VEN-1261,Eco Plastics Inc.,Packaging,Scott Torres,campbellmichael@example.com,+1-672-580-0774x52983,"57776 Bryan Cliffs Suite 665, Lambbury, PR 12242",Active,Key Supplier,2025-03-21,2025-09-20,3.3
VEN-1262,Sugar & Spice Corp,Raw Materials,Sara Skinner,ksalas@example.net,(229)449-2403x54254,"466 Carolyn Dam Apt. 424, East Anthonystad, WA 15536",Under Review,Transactional,2025-07-08,2025-10-11,2.9
VEN-1263,Digital Reach Marketing,Marketing & Advertising,Kyle Stein,kgray@example.org,001-693-230-1621x13411,"920 Stewart Port, Lake Joanne, CA 71603",Inactive,Key Supplier,2023-07-05,2025-04-01,2.7
VEN-1264,Eco Plastics Inc.,Packaging,Jill Ramirez,xhicks@example.net,+1-794-858-7759x779,"492 Ryan Heights, Stephenview, DC 96623",Onboarding,Transactional,2025-03-04,2025-08-02,4.3
VEN-1265,Creative Edge Agency,Marketing & Advertising,Charles Manning,cynthia70@example.org,8956441454,"9877 Sean Knolls Apt. 462, Lake Shaneville, KS 62004",Inactive,Strategic Partner,2024-01-04,2024-05-29,4.9
VEN-1266,DataFlow Analytics,IT & Software,Erik Lucero,julia05@example.net,+1-354-818-7213,"734 Kylie Oval Suite 578, Cohenburgh, TX 82527",Onboarding,Strategic Partner,2023-11-23,2023-12-30,3.0
VEN-1267,PackRight Solutions,Packaging,Barbara Edwards,matthewherring@example.com,446.258.2511,"172 Payne Ferry, Victorshire, AR 36047",Onboarding,Strategic Partner,2023-04-21,2025-06-18,2.8
VEN-1268,Global Agri-Products,Raw Materials,Nicole Gaines,jeanettegordon@example.net,+1-703-744-6947,"712 Davila Fort Apt. 927, Marshville, WI 69329",Inactive,Niche Supplier,2024-02-03,2024-04-13,3.5
VEN-1269,ProPack Machinery,Manufacturing Equipment,Jenna Gibson,brianortiz@example.com,955-756-0890x53462,"PSC 0380, Box 8021, APO AE 72138",Under Review,Strategic Partner,2024-02-16,2024-08-16,2.5
VEN-1270,Global Agri-Products,Raw Materials,Drew Burton,kevinrodriguez@example.org,001-208-803-8255x6907,"89187 Katelyn Causeway Apt. 365, Philliptown, MP 08095",Inactive,Niche Supplier,2024-10-07,2024-12-24,2.7
VEN-1271,ProPack Machinery,Manufacturing Equipment,Kristie Decker,juliacooper@example.net,+1-486-623-9739x632,"55041 Beltran Squares Suite 042, Montgomeryshire, WI 48955",Under Review,Strategic Partner,2023-08-22,2024-07-05,3.9
VEN-1272,Creative Edge Agency,Marketing & Advertising,Tracey Casey,knguyen@example.com,001-543-265-9333x3817,"48570 Lee Station Suite 325, New Charlesshire, GU 96648",Onboarding,Key Supplier,2023-10-21,2025-02-20,4.0
VEN-1273,Eco Plastics Inc.,Packaging,Patricia Rodriguez,udavis@example.org,(749)556-2717x9314,"706 Robert Estates, Lake Paulchester, AR 21180",Under Review,Strategic Partner,2023-11-15,2025-01-20,3.4
VEN-1274,Industrial Mixers Ltd.,Manufacturing Equipment,Autumn Moore,lpeters@example.org,750.500.4546,"108 Nelson Run, Hughesberg, MH 85902",Potential,Transactional,2024-07-29,2025-10-14,3.8
VEN-1275,ColdChain Logistics,Logistics & Distribution,Elizabeth Smith,alex90@example.net,(554)225-8869x69449,"055 Susan Field, South Robertborough, AK 99680",Potential,Niche Supplier,2022-12-27,2024-10-05,4.2
VEN-1276,SecureNet IT Solutions,IT & Software,Kevin Valencia,benjamin07@example.org,001-293-937-4015x8401,"2509 Crystal Cliffs Suite 347, South Timothyberg, MA 39803",Potential,Key Supplier,2025-09-11,2025-09-28,3.3
VEN-1277,GlassWorks Containers,Packaging,Logan Hart,christinaschneider@example.org,(418)829-7695x89842,"96772 Castro Isle, Pattersonmouth, RI 05894",Onboarding,Strategic Partner,2025-07-22,2025-09-27,4.2
VEN-1278,Line Automation Systems,Manufacturing Equipment,Dr. Courtney Austin,benjaminhunter@example.org,463.781.5669x8454,"9726 Tracy Points Apt. 780, Brianport, MA 14899",Onboarding,Transactional,2023-10-07,2023-11-18,3.7
VEN-1279,DataFlow Analytics,IT & Software,Randy Roberson,tara40@example.org,(735)488-7311x26696,"9623 Stark Ways, West Jeremytown, VI 57440",Inactive,Strategic Partner,2024-06-30,2025-07-13,3.1
VEN-1280,Sugar & Spice Corp,Raw Materials,Thomas Jenkins,steven16@example.org,+1-255-871-2459,"265 Lee Meadows Apt. 698, Richardsonfort, SD 38424",Onboarding,Key Supplier,2022-12-13,2024-04-15,4.9
VEN-1281,Creative Edge Agency,Marketing & Advertising,Christopher Simpson,alexander28@example.org,001-316-373-3571,"84384 Alison Court Apt. 410, Hendersonton, KS 75558",Onboarding,Key Supplier,2024-05-10,2024-05-11,4.4
VEN-1282,Global Agri-Products,Raw Materials,Tracy Jones,qwilliams@example.com,+1-365-572-6731x97900,"79856 Ross Course, Victoriamouth, VI 43690",Onboarding,Strategic Partner,2023-07-29,2024-06-28,4.9
VEN-1283,ERP Innovators,IT & Software,Theresa Williams,jamesgibson@example.org,(519)234-9668x6236,"2614 Bryan Fork Apt. 423, Moodyview, GA 36585",Under Review,Niche Supplier,2024-08-29,2025-03-23,3.9
VEN-1284,GlassWorks Containers,Packaging,Joshua Johnson,christine85@example.net,001-842-355-0326x42422,"6317 Margaret Street, South Lisachester, FM 25635",Active,Niche Supplier,2025-01-24,2025-02-17,4.0
VEN-1285,GlassWorks Containers,Packaging,David Terry,matthew44@example.org,407-891-2652,"56995 Dawn Views, Anthonychester, LA 78183",Inactive,Key Supplier,2023-01-05,2023-10-31,4.9
VEN-1286,ColdChain Logistics,Logistics & Distribution,Cassandra Cross,ronaldfreeman@example.org,(213)341-5363x58087,"44241 Karen Streets Suite 906, South Joseph, KY 68085",Potential,Niche Supplier,2025-04-26,2025-10-07,3.5
VEN-1287,SecureNet IT Solutions,IT & Software,Connie Gray,norma45@example.com,001-587-585-1533x74053,"775 Charles Turnpike, Baileyport, MN 23461",Onboarding,Niche Supplier,2024-02-06,2025-06-09,4.9
VEN-1288,Eco Plastics Inc.,Packaging,Joshua Wallace,townsendronald@example.net,+1-824-424-1345x344,"7071 Mary Village Suite 944, North Daisytown, MS 42508",Potential,Niche Supplier,2022-12-01,2024-09-02,4.0
VEN-1289,Global Agri-Products,Raw Materials,Eric Rosales,kathleen78@example.com,433.381.1794,"4125 Smith Lights, South Elizabethborough, ME 46735",Onboarding,Key Supplier,2025-06-01,2025-06-09,3.4
VEN-1290,Line Automation Systems,Manufacturing Equipment,Chad Jackson MD,lterry@example.com,001-609-829-5022,"35522 Cole Street, South Alicialand, KS 26781",Onboarding,Transactional,2023-02-13,2025-05-15,4.6
VEN-1291,ColdChain Logistics,Logistics & Distribution,Michael Barry,cindynewton@example.com,414.448.4989x161,"USNS Barnes, FPO AA 88208",Active,Niche Supplier,2023-11-07,2024-03-01,4.6
VEN-1292,Brand Builders Co.,Marketing & Advertising,Mr. Bryan Hughes,alopez@example.com,+1-226-679-0794x267,"80089 Barrett Mountains, Jamesmouth, MS 81252",Potential,Niche Supplier,2023-09-16,2023-12-26,3.6
VEN-1293,Line Automation Systems,Manufacturing Equipment,Garrett Montes,nguyenkatherine@example.com,+1-766-315-3350x331,"608 Barnes Curve, Alvarezmouth, WI 26486",Active,Niche Supplier,2023-02-21,2025-03-01,4.5
VEN-1294,Sugar & Spice Corp,Raw Materials,Philip Roberts DVM,jsanchez@example.org,001-918-904-1745x881,"114 Adam Crest Apt. 383, North Sean, MD 92539",Under Review,Niche Supplier,2024-11-06,2025-06-30,2.6
VEN-1295,Creative Edge Agency,Marketing & Advertising,Richard Stuart,judydixon@example.com,(911)441-7249,"999 Michelle Court, Ianland, NM 61599",Active,Strategic Partner,2024-09-11,2025-03-25,2.9
VEN-1296,ColdChain Logistics,Logistics & Distribution,Scott Smith,elopez@example.net,820-564-5330,"2888 King Lodge, Fischerton, MS 98650",Active,Key Supplier,2023-02-16,2023-04-04,3.3
VEN-1297,Nationwide Freight,Logistics & Distribution,Holly Terry,briancook@example.net,+1-499-504-2293,"6570 Jessica Ramp Suite 569, South Juliaview, AL 91972",Inactive,Niche Supplier,2023-11-26,2024-11-03,3.7
VEN-1298,Industrial Mixers Ltd.,Manufacturing Equipment,William Brown,micheal08@example.org,001-601-511-0444,"3718 Stevens Mills Suite 165, Hernandezfort, GU 24756",Inactive,Niche Supplier,2025-03-13,2025-03-29,3.5
VEN-1299,Sugar & Spice Corp,Raw Materials,Erica Sparks,ataylor@example.com,8553000481,"77180 Sims Curve, Williamchester, PW 69438",Under Review,Niche Supplier,2023-02-15,2023-04-19,4.6
VEN-1300,Swift Haulage,Logistics & Distribution,Patricia Cannon,fkim@example.com,(252)610-9782x957,"55519 Brian Burgs Suite 927, Lake Kevinshire, MT 58557",Onboarding,Niche Supplier,2024-10-07,2025-01-27,3.0
VEN-1301,Eco Plastics Inc.,Packaging,Debbie Thomas DDS,adamskimberly@example.net,+1-363-277-1617x9985,"PSC 3216, Box 1821, APO AE 70642",Inactive,Transactional,2025-04-04,2025-08-01,4.1
VEN-1302,Swift Haulage,Logistics & Distribution,Jennifer Tanner,robert55@example.org,647.976.7206,"Unit 0125 Box 8818, DPO AA 22927",Potential,Transactional,2025-08-21,2025-10-04,3.1
VEN-1303,Farm Fresh Organics,Raw Materials,Randall Hoffman,torreskyle@example.org,561-392-8931,"877 Matthew Crescent Suite 515, New Carmenburgh, NV 30281",Potential,Niche Supplier,2025-10-17,2025-10-17,4.7
VEN-1304,ProPack Machinery,Manufacturing Equipment,Kevin Rodriguez,lindsayford@example.com,001-311-236-5206x592,"6459 Daniel Alley Suite 625, West Taylor, RI 46002",Onboarding,Niche Supplier,2023-05-12,2024-09-20,4.3
VEN-1305,Swift Haulage,Logistics & Distribution,Kimberly Mullins,mallen@example.com,001-766-969-5195,"81241 Steve Plaza, Port Tiffanyhaven, LA 41535",Onboarding,Strategic Partner,2025-03-20,2025-09-08,3.0
VEN-1306,Brand Builders Co.,Marketing & Advertising,Benjamin Wallace,estone@example.net,(264)518-1355x2220,"0291 Scott Islands Apt. 560, Hernandezmouth, AK 99745",Potential,Strategic Partner,2025-05-11,2025-10-03,3.1
VEN-1307,GlassWorks Containers,Packaging,Kevin Carpenter,dwilliams@example.org,+1-389-816-2004x843,"932 Linda Ford, South Heatherview, CA 19001",Potential,Niche Supplier,2025-06-09,2025-09-01,4.5
VEN-1308,DataFlow Analytics,IT & Software,Gwendolyn Bowen,christineroth@example.net,659-774-3780,"697 Alicia Lakes, North Susanfort, AZ 47848",Active,Strategic Partner,2023-12-13,2024-09-19,4.5
VEN-1309,GlassWorks Containers,Packaging,Susan Dougherty,harriselizabeth@example.net,(499)568-1315x2670,"284 Brady Lane Suite 765, Snyderview, MH 95000",Active,Transactional,2023-07-04,2023-09-24,4.6
VEN-1310,SecureNet IT Solutions,IT & Software,Erica Collins,ronald03@example.com,(452)474-0450x234,"22216 Joshua Stravenue, Thompsonchester, MO 76497",Potential,Niche Supplier,2024-12-16,2025-03-27,4.7
VEN-1311,GlassWorks Containers,Packaging,Whitney Huber,anna67@example.net,624.485.6796x7752,"USCGC Jackson, FPO AA 03310",Potential,Strategic Partner,2023-03-11,2024-12-06,3.5
VEN-1312,DataFlow Analytics,IT & Software,Robert Ware,caitlin91@example.org,7979315929,"75536 Michael Villages Apt. 129, Port Melanie, CA 34373",Onboarding,Strategic Partner,2024-07-28,2024-08-03,3.3
VEN-1313,Swift Haulage,Logistics & Distribution,Nathan Robinson,rebekahwilkinson@example.net,358-319-2989x300,"USS Huffman, FPO AP 26935",Active,Strategic Partner,2023-09-26,2024-08-06,3.2
VEN-1314,Creative Edge Agency,Marketing & Advertising,Tyler Floyd,lhenderson@example.com,840.588.8232x118,"635 Davis Neck Suite 872, Gabrielaton, GU 95633",Potential,Strategic Partner,2024-12-09,2025-07-16,3.1
VEN-1315,Nationwide Freight,Logistics & Distribution,Brandon Bates,adavidson@example.org,979.373.1516x61602,"9980 Grant Isle, Harveyview, AK 56425",Potential,Niche Supplier,2023-06-06,2024-10-17,3.4
VEN-1316,ProPack Machinery,Manufacturing Equipment,Karen Weaver,braunmatthew@example.org,(664)514-7659x43855,"0695 Julie Summit Suite 853, Madisonville, AR 86082",Potential,Strategic Partner,2024-09-26,2025-02-23,2.6
VEN-1317,Creative Edge Agency,Marketing & Advertising,Samuel Robinson,palmerdeanna@example.org,(477)878-0958,"7423 Young Mission Apt. 239, Garciamouth, TN 85792",Inactive,Niche Supplier,2024-02-09,2025-08-08,3.8
VEN-1318,Brand Builders Co.,Marketing & Advertising,Brandy Barnes,dawn18@example.org,419-501-3841,"51351 Cameron Row Suite 074, Port Lisa, GU 48071",Active,Transactional,2025-07-14,2025-08-28,2.7
VEN-1319,Creative Edge Agency,Marketing & Advertising,Brad Turner,chebert@example.org,521-616-6492x8514,"PSC 2708, Box 7711, APO AP 66208",Under Review,Strategic Partner,2022-11-06,2025-08-26,3.7
VEN-1320,Nationwide Freight,Logistics & Distribution,Rhonda Johnson,jschmidt@example.net,(370)919-4123x548,"70494 Ryan Radial Apt. 701, New Candice, VA 40268",Under Review,Key Supplier,2024-12-15,2025-09-04,2.6
VEN-1321,GlassWorks Containers,Packaging,Shelby Todd,shawmatthew@example.org,308.807.0463x941,"197 Bobby Extension Suite 609, South Erik, WI 36890",Under Review,Strategic Partner,2022-12-11,2024-01-03,4.6
VEN-1322,Brand Builders Co.,Marketing & Advertising,Charles Lopez,jacksonmark@example.net,4224988814,"82037 Danielle Terrace, West Erika, IN 81534",Active,Niche Supplier,2023-04-30,2023-12-02,2.5
VEN-1323,GlassWorks Containers,Packaging,Antonio Chen,cookjenna@example.com,6743961714,"13728 Townsend Burg Suite 704, Rebeccaton, OH 74490",Potential,Strategic Partner,2024-06-12,2025-09-21,3.6
VEN-1324,Global Agri-Products,Raw Materials,Anne Johnson,mgreen@example.org,993.448.0116x96778,"27185 Grant Spur Suite 708, Whitetown, OR 01688",Potential,Strategic Partner,2023-04-11,2024-04-10,4.5
VEN-1325,ERP Innovators,IT & Software,Steven Williams,harrisonmatthew@example.net,854.500.3707x3355,"54400 Johnson Dam, South Lisaborough, OH 60842",Under Review,Strategic Partner,2023-05-14,2024-11-24,4.6
VEN-1326,PackRight Solutions,Packaging,Kenneth Becker,raymond26@example.org,(937)673-1193x804,"695 Harrington Motorway Suite 448, Fordview, DC 38811",Potential,Strategic Partner,2024-11-17,2024-12-03,2.8
VEN-1327,Global Agri-Products,Raw Materials,Joseph Velazquez,xwatkins@example.com,(719)567-0057x660,"116 Melissa Street, Victoriafurt, NC 59491",Under Review,Key Supplier,2023-04-30,2024-02-28,2.5
VEN-1328,Swift Haulage,Logistics & Distribution,Barbara Duncan,alvarezangela@example.org,001-965-681-3891x02059,"0985 Latoya Cove Suite 042, East Evelyn, MD 18849",Potential,Transactional,2023-12-23,2024-05-23,3.1
VEN-1329,Farm Fresh Organics,Raw Materials,Andrew Ortiz,david52@example.net,502-774-2354x192,"2306 Bright Brooks, Shawnview, NY 24727",Active,Strategic Partner,2023-04-11,2023-08-15,3.6
VEN-1330,Sugar & Spice Corp,Raw Materials,William Allen,deniselawrence@example.net,728-777-9369x272,"840 Cory Pass, New Cheyenneberg, WV 34922",Inactive,Niche Supplier,2025-03-06,2025-07-27,3.9
VEN-1331,Swift Haulage,Logistics & Distribution,Kristen Cook,savageroy@example.net,001-285-424-1913x605,"5874 Mathis Cliffs, Lake Tracimouth, NC 00512",Active,Transactional,2023-04-13,2025-03-07,4.1
VEN-1332,Creative Edge Agency,Marketing & Advertising,Erin Williams,tjones@example.com,(229)773-0689x47382,"25435 Michelle Turnpike Suite 478, Pittmanfurt, NJ 11303",Under Review,Key Supplier,2023-11-21,2023-12-01,3.3
VEN-1333,Sugar & Spice Corp,Raw Materials,Dr. Cynthia Williams,cheryl07@example.net,+1-850-670-7724x950,"048 Harper Cliffs Suite 369, Franklintown, NY 62766",Potential,Transactional,2023-11-26,2025-10-07,4.3
VEN-1334,Creative Edge Agency,Marketing & Advertising,Paula Freeman,susanbrandt@example.org,001-382-468-5465,"20663 Diaz Crescent Suite 854, Powersshire, IA 92454",Under Review,Strategic Partner,2023-01-26,2025-10-14,3.5
VEN-1335,PackRight Solutions,Packaging,David Barton,lawrence67@example.org,001-730-493-1685,"6782 Tiffany Stream Suite 238, Leefurt, NE 68970",Inactive,Transactional,2024-06-12,2025-05-11,2.6
VEN-1336,ColdChain Logistics,Logistics & Distribution,John Jimenez,hudsongarrett@example.net,+1-326-853-3343,"2267 Moss Radial, Tracyshire, FM 40330",Inactive,Niche Supplier,2024-06-21,2024-12-02,2.6
VEN-1337,Creative Edge Agency,Marketing & Advertising,Mark Brown,sonya05@example.net,(448)469-5149,"027 Kristen Trafficway, Lake Kristin, WY 20410",Potential,Niche Supplier,2024-10-06,2025-06-02,2.8
VEN-1338,Creative Edge Agency,Marketing & Advertising,Suzanne Gibson,jamesvargas@example.com,(897)274-5504,"USS Elliott, FPO AE 73747",Active,Key Supplier,2023-03-26,2023-10-01,3.7
VEN-1339,ProPack Machinery,Manufacturing Equipment,Janice Pierce,kellymunoz@example.net,001-465-521-4927x549,"55795 Jackson Street, West Michael, OK 45443",Active,Key Supplier,2023-01-19,2025-03-19,3.4
VEN-1340,Swift Haulage,Logistics & Distribution,Jillian Harris,natalie35@example.net,(260)480-1328x906,"8816 Allen Court, South Richardbury, VA 17073",Under Review,Strategic Partner,2025-06-28,2025-08-05,3.8
VEN-1341,Nationwide Freight,Logistics & Distribution,Linda Watts,pacheconoah@example.org,(866)406-3655x6873,"6687 Shah Vista Apt. 463, Vasqueztown, MT 66663",Potential,Strategic Partner,2025-07-11,2025-07-13,2.8
VEN-1342,PackRight Solutions,Packaging,Margaret Wolf,mwilson@example.org,309-385-0452x84964,"02814 Michael Springs, Davidport, CO 99460",Under Review,Transactional,2023-05-12,2023-05-27,4.6
VEN-1343,Farm Fresh Organics,Raw Materials,Leslie White,orowe@example.com,+1-617-521-7793x90163,"5305 Warner Turnpike Suite 278, Jennaborough, MP 17866",Onboarding,Transactional,2024-08-15,2025-08-02,4.9
VEN-1344,Creative Edge Agency,Marketing & Advertising,Caitlyn Jenkins,franciscobennett@example.net,560-405-2861x989,"2097 Barber Ranch Suite 828, Jamesburgh, CO 84611",Active,Strategic Partner,2023-06-05,2024-05-15,3.3
VEN-1345,Sugar & Spice Corp,Raw Materials,Jake Miles,qstewart@example.org,998-329-9095,"76125 Brandi Crossroad Suite 079, Taylorport, MP 72969",Active,Key Supplier,2025-04-07,2025-06-21,4.0
VEN-1346,ERP Innovators,IT & Software,John Thornton,adamsmary@example.net,+1-378-499-2853x96392,"9843 Hanson Glen, Port Thomas, ME 64354",Onboarding,Strategic Partner,2024-07-13,2025-02-07,4.7
VEN-1347,Industrial Mixers Ltd.,Manufacturing Equipment,Curtis Drake,zharris@example.net,830.327.5558x657,"Unit 7621 Box 7175, DPO AE 49431",Potential,Key Supplier,2025-01-30,2025-06-05,3.9
VEN-1348,GlassWorks Containers,Packaging,Kevin Myers,johngomez@example.net,001-793-655-8680,"PSC 4261, Box 1487, APO AA 93240",Under Review,Niche Supplier,2023-05-10,2024-09-28,2.7
VEN-1349,Farm Fresh Organics,Raw Materials,Sabrina Roberts,jasonjackson@example.org,001-984-337-0084,"897 Johnson Neck Suite 042, East Hannahfort, VA 71723",Potential,Key Supplier,2024-06-26,2024-07-17,2.9
VEN-1350,Digital Reach Marketing,Marketing & Advertising,Nancy Jordan,ramosrobert@example.org,7599813324,"16765 Andrea Plains, Cortezberg, DE 74561",Under Review,Key Supplier,2024-07-03,2025-01-20,4.9
VEN-1351,Eco Plastics Inc.,Packaging,Thomas Green,cathyperry@example.org,001-266-556-5626x6987,"6256 Philip Heights Suite 302, Brandimouth, MT 06534",Onboarding,Transactional,2024-02-04,2025-07-15,3.9
VEN-1352,Farm Fresh Organics,Raw Materials,Philip Pollard,tharper@example.org,(440)812-3702,"7874 Reid Plains, Aaronville, CA 84434",Onboarding,Niche Supplier,2024-09-15,2025-06-10,2.9
VEN-1353,Swift Haulage,Logistics & Distribution,Mr. Robert Wong,matthewpowell@example.net,201.239.2667,"843 White Springs, Spearsport, NM 95198",Onboarding,Key Supplier,2025-01-04,2025-09-26,3.2
VEN-1354,ERP Innovators,IT & Software,Ashley Williams,esimon@example.org,348-563-9897,"861 Patrick Hills Apt. 270, West Kellybury, AZ 60543",Active,Strategic Partner,2025-08-01,2025-08-09,2.5
VEN-1355,Brand Builders Co.,Marketing & Advertising,Scott Phillips,kylequinn@example.com,408-411-5462x233,"5430 Kyle Run, Jeremiahhaven, MD 55573",Inactive,Transactional,2024-09-20,2025-06-12,3.8
VEN-1356,Creative Edge Agency,Marketing & Advertising,Linda Hubbard,beckjason@example.org,001-569-961-0181,"34160 John Radial Suite 077, Aaronview, PR 36636",Onboarding,Transactional,2022-11-17,2023-11-26,4.3
VEN-1357,Industrial Mixers Ltd.,Manufacturing Equipment,Jacob Todd,thompsonmatthew@example.net,(931)886-6474x16692,"06333 Shane Landing, Port Dylan, CA 49714",Inactive,Transactional,2022-11-15,2023-08-25,4.7
VEN-1358,Industrial Mixers Ltd.,Manufacturing Equipment,Daisy Wheeler,bwoods@example.com,(267)869-3404,"49721 Jeffery Streets Suite 490, Huffmouth, DE 03434",Potential,Transactional,2024-12-10,2025-05-31,3.3
VEN-1359,GlassWorks Containers,Packaging,John King,fvaughn@example.com,001-610-746-7808x84476,"92094 Murphy Cove, East Keith, AS 13824",Onboarding,Niche Supplier,2024-06-28,2025-02-11,4.1
VEN-1360,Swift Haulage,Logistics & Distribution,Melanie Byrd,laura79@example.com,(607)331-5584,"02864 Joseph Views, Edwardsmouth, NH 96701",Inactive,Niche Supplier,2022-11-09,2023-01-16,4.7
VEN-1361,Industrial Mixers Ltd.,Manufacturing Equipment,Carl Harris,smiller@example.com,948.711.9192x8855,"50454 Amy Courts Apt. 538, Kennedyberg, NJ 15366",Onboarding,Transactional,2025-10-06,2025-10-06,2.6
VEN-1362,Brand Builders Co.,Marketing & Advertising,David Adkins,ejohnston@example.net,001-304-623-6666x99843,"62946 Pacheco Common, South Kimberly, OR 92005",Active,Niche Supplier,2024-12-12,2025-08-10,2.6
VEN-1363,Sugar & Spice Corp,Raw Materials,Allison Baker,pbailey@example.com,(500)955-3668,"630 Miller Ville Suite 204, New Ashley, AS 84853",Active,Key Supplier,2023-07-25,2024-05-16,3.4
VEN-1364,Digital Reach Marketing,Marketing & Advertising,Jeffrey Moore,maryscott@example.net,(751)237-2678x259,"6703 Brandi Cape Apt. 741, North Darius, DE 54278",Inactive,Strategic Partner,2025-09-12,2025-10-02,2.8
VEN-1365,Brand Builders Co.,Marketing & Advertising,Joseph George,bryan00@example.com,8967896818,"PSC 4695, Box 2285, APO AP 76321",Under Review,Key Supplier,2024-08-08,2025-08-22,4.8
VEN-1366,Eco Plastics Inc.,Packaging,Dustin Brown,brettbush@example.net,(411)717-8212,"890 Carly Mall Apt. 003, New Katie, ME 40979",Onboarding,Niche Supplier,2024-01-16,2024-10-22,4.3
VEN-1367,GlassWorks Containers,Packaging,Natalie Glenn,rmartinez@example.org,994.661.9975,"92860 John Ports, South Shane, CA 45223",Potential,Strategic Partner,2024-01-05,2024-09-21,3.6
VEN-1368,Line Automation Systems,Manufacturing Equipment,Paul Collins,sheliapotter@example.org,889-389-8690x1130,"0992 Cook Divide, Edgarville, PW 13612",Under Review,Niche Supplier,2024-10-12,2025-07-09,4.5
VEN-1369,Global Agri-Products,Raw Materials,Molly Alvarez,aimee86@example.com,(575)783-8153x3688,"86586 Lisa Hill Suite 869, Williamside, MD 86621",Inactive,Niche Supplier,2024-03-11,2024-09-04,4.4
VEN-1370,Brand Builders Co.,Marketing & Advertising,Christine Miller,sandraroberts@example.net,340-347-5416x35024,"USNS Morris, FPO AA 71007",Inactive,Strategic Partner,2023-05-29,2024-12-05,4.4
VEN-1371,Digital Reach Marketing,Marketing & Advertising,Kimberly Murphy,johnsondiane@example.com,001-324-462-6293x863,"426 Kemp Parkways Suite 456, Garyberg, PW 50308",Under Review,Key Supplier,2022-11-07,2025-08-22,4.8
VEN-1372,Swift Haulage,Logistics & Distribution,Elizabeth Smith,dominiquerowe@example.net,387-616-9756,"751 Joseph Shore Apt. 315, Bakermouth, TX 22370",Potential,Key Supplier,2023-01-07,2024-07-22,4.3
VEN-1373,Nationwide Freight,Logistics & Distribution,Tara Long,brittanywilliams@example.com,991.282.0213,"5304 Justin Parkways, Greertown, MN 45815",Inactive,Niche Supplier,2024-03-29,2025-05-03,3.1
VEN-1374,GlassWorks Containers,Packaging,Julia Robinson,paynematthew@example.com,719-355-2061,"4578 Miller Valleys, Alimouth, PR 44926",Inactive,Transactional,2025-09-28,2025-10-01,2.7
VEN-1375,Sugar & Spice Corp,Raw Materials,Lisa Lewis,nmiller@example.org,960-538-1936,"18322 Charles Court Suite 329, South Krista, CT 48117",Under Review,Key Supplier,2024-06-03,2025-08-13,4.6
VEN-1376,Eco Plastics Inc.,Packaging,Jessica Davis,craig44@example.net,294.369.1010x6152,"2049 Kevin Camp, Jillville, UT 86753",Under Review,Strategic Partner,2025-09-09,2025-10-13,2.8
VEN-1377,SecureNet IT Solutions,IT & Software,Elizabeth Jones,boltonmelanie@example.com,485.954.5652x401,"559 James Port Apt. 116, East Amberstad, NJ 30523",Under Review,Transactional,2025-06-26,2025-07-23,5.0
VEN-1378,Creative Edge Agency,Marketing & Advertising,Mark Gilbert,upaul@example.net,8442864804,"23215 Raymond Path, East Robert, CT 93312",Inactive,Strategic Partner,2024-02-17,2024-09-22,3.9
VEN-1379,Eco Plastics Inc.,Packaging,James Lin,tholland@example.net,982-626-6554,"49449 Makayla Cove, East Carolyn, NE 94325",Onboarding,Strategic Partner,2023-07-04,2024-04-01,4.7
VEN-1380,Farm Fresh Organics,Raw Materials,Jonathan Stone,fernandezcindy@example.org,712-533-3908,"6227 Clark Pass, West Marisachester, AZ 40804",Potential,Transactional,2023-01-06,2024-09-14,3.0
VEN-1381,Line Automation Systems,Manufacturing Equipment,April Hodges,philipanderson@example.com,855-411-0314x9830,"43235 Ricardo Fords Suite 395, Lake Barbara, GA 60046",Onboarding,Transactional,2025-01-20,2025-06-12,3.8
